"<div class=""well"">
    Edit list of Series in the box. Rules:
    <ul>
        <li>Each Series Prefix on a new line.</li>
        <li>Allowed special characters are ""/"" and ""-""</li>
        <li>
            Optionally, set the number of digits in the series using dot (.)
            followed by hashes (#). For example, "".####"" means that the series
            will have four digits. Default is five digits.
        </li>
        <li>
            You can also use variables in the series name by putting them
            between (.) dots
            <br>
            Supported Variables:
            <ul>
                <li><code>.YYYY.</code> - Year in 4 digits</li>
                <li><code>.YY.</code> - Year in 2 digits</li>
                <li><code>.MM.</code> - Month</li>
                <li><code>.DD.</code> - Day of month</li>
                <li><code>.WW.</code> - Week of the year</li>
                <li>
                    <code>.{fieldname}.</code> - fieldname on the document e.g.
                    <code>branch</code>
                </li>
                <li><code>.FY.</code> - Fiscal Year (requires ERPNext to be installed)</li>
                <li><code>.ABBR.</code> - Company Abbreviation (requires ERPNext to be installed)</li>
            </ul>
        </li>
    </ul>
    Examples:
    <ul>
        <li>INV-</li>
        <li>INV-10-</li>
        <li>INVK-</li>
        <li>INV-.YYYY.-.{branch}.-.MM.-.####</li>
    </ul>
</div>
<br>
","<div class = ""well"">
    ボックス内のシリーズのリストを編集します。ルール：
    <ul>
        <li>新しい行の各シリーズプレフィックス。</li>
        <li>許可された特殊文字は「/」と「 -  ""</li>です
        <li>
            オプションで、dot（。）を使用してシリーズの数字数を設定します
            ハッシュ（＃）が続きます。たとえば、 ""。####""はそのシリーズを意味します
            4桁があります。デフォルトは5桁です。
        </li>
        <li>
            シリーズ名で変数を使用することもできます
            （。）ドットの間
            <br>
            サポートされている変数：
            <ul>
                <li> <code> .yyyy。</code>  -  4桁の年</li>
                <li> <code> .yy。</code>  -  2桁の年</li>
                <li> <code> .mm。</code>  - 月</li>
                <li> <code> .dd。</code>  - 月の日</li>
                <li> <code> .ww。</code>  - 今年の週</li>
                <li>
                    <code>。{fieldname}。</code>  - ドキュメントのフィールド名。
                    <code> branch </code>
                </li>
                <li> <code> .fy。</code>  - 会計年度（erpnextをインストールする必要があります）</li>
                <li> <code> .abbr。</code>  - 会社の略語（インストールする必要があります）</li>
            </ul>
        </li>
    </ul>
    例：
    <ul>
        <li> inv- </li>
        <li> inv-10- </li>
        <li> invk- </li>
        <li> inv-.yyyy .-。{branch} .-。mm .-。#### </li>
    </ul>
</div>
<br>",
"<h3>Custom CSS Help</h3>

<p>Notes:</p>

<ol>
<li>All field groups (label + value) are set attributes <code>data-fieldtype</code> and <code>data-fieldname</code></li>
<li>All values are given class <code>value</code></li>
<li>All Section Breaks are given class <code>section-break</code></li>
<li>All Column Breaks are given class <code>column-break</code></li>
</ol>

<h4>Examples</h4>

<p>1. Left align integers</p>

<pre><code>[data-fieldtype=""Int""] .value { text-align: left; }</code></pre>

<p>1. Add border to sections except the last section</p>

<pre><code>.section-break { padding: 30px 0px; border-bottom: 1px solid #eee; }
.section-break:last-child { padding-bottom: 0px; border-bottom: 0px;  }</code></pre>
","<H3>カスタムCSSヘルプ</h3>

<p>注：</p>

<ol>
<li>すべてのフィールドグループ（ラベル +値）は設定属性<code> data-fieldtype </code>および<code> data-fieldname </code> </li>です
<li>すべての値にclass <code>値が与えられます</code> </li>
<li>すべてのセクションブレークには、クラス<code>セクションブレイク</code> </li>が与えられます
<li>すべての列ブレークには、クラス<code>列break </code> </li>が与えられます
</ol>

<h4>例</h4>

<p> 1。整数整数</p>

<pre> <code> [data-fieldtype = ""int""] .value {text-align：left; } </code> </pre>

<p> 1。最後のセクション</p>を除くセクションに境界を追加します

<pre> <code> .section-break {padding：30px 0px;ボーダーボトム：1px solid #eee; }
.Section-Break：Last-Child {Padding-Bottom：0px;国境圏：0px;  } </code> </pre>",
"<h3>Print Format Help</h3>
<hr>
<h4>Introduction</h4>
<p>Print Formats are rendered on the server side using the Jinja Templating Language. All forms have access to the <code>doc</code> object which contains information about the document that is being formatted. You can also access common utilities via the <code>frappe</code> module.</p>
<p>For styling, the Boostrap CSS framework is provided and you can enjoy the full range of classes.</p>
<hr>
<h4>References</h4>
<ol>
	<li><a href=""http://jinja.pocoo.org/docs/templates/"" target=""_blank"">Jinja Templating Language</a></li>
	<li><a href=""http://getbootstrap.com"" target=""_blank"">Bootstrap CSS Framework</a></li>
</ol>
<hr>
<h4>Example</h4>
<pre><code>&lt;h3&gt;{{ doc.select_print_heading or ""Invoice"" }}&lt;/h3&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Customer Name&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.customer_name }}&lt;/div&gt;
&lt;/div&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Date&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.get_formatted(""invoice_date"") }}&lt;/div&gt;
&lt;/div&gt;
&lt;table class=""table table-bordered""&gt;
	&lt;tbody&gt;
		&lt;tr&gt;
			&lt;th&gt;Sr&lt;/th&gt;
			&lt;th&gt;Item Name&lt;/th&gt;
			&lt;th&gt;Description&lt;/th&gt;
			&lt;th class=""text-right""&gt;Qty&lt;/th&gt;
			&lt;th class=""text-right""&gt;Rate&lt;/th&gt;
			&lt;th class=""text-right""&gt;Amount&lt;/th&gt;
		&lt;/tr&gt;
		{%- for row in doc.items -%}
		&lt;tr&gt;
			&lt;td style=""width: 3%;""&gt;{{ row.idx }}&lt;/td&gt;
			&lt;td style=""width: 20%;""&gt;
				{{ row.item_name }}
				{% if row.item_code != row.item_name -%}
				&lt;br&gt;Item Code: {{ row.item_code}}
				{%- endif %}
			&lt;/td&gt;
			&lt;td style=""width: 37%;""&gt;
				&lt;div style=""border: 0px;""&gt;{{ row.description }}&lt;/div&gt;&lt;/td&gt;
			&lt;td style=""width: 10%; text-align: right;""&gt;{{ row.qty }} {{ row.uom or row.stock_uom }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""rate"", doc) }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""amount"", doc) }}&lt;/td&gt;
		&lt;/tr&gt;
		{%- endfor -%}
	&lt;/tbody&gt;
&lt;/table&gt;</code></pre>
<hr>
<h4>Common Functions</h4>
<table class=""table table-bordered"">
	<tbody>
		<tr>
			<td style=""width: 30%;""><code>doc.get_formatted(""[fieldname]"", [parent_doc])</code></td>
			<td>Get document value formatted as Date, Currency, etc. Pass parent <code>doc</code> for currency type fields.</td>
		</tr>
		<tr>
			<td style=""width: 30%;""><code>frappe.db.get_value(""[doctype]"", ""[name]"", ""fieldname"")</code></td>
			<td>Get value from another document.</td>
		</tr>
	</tbody>
</table>
","<h3>印刷形式ヘルプ</h3>
<hr>
<h4>はじめに</h4>
<p>印刷形式は、Jinjaテンプレート言語を使用してサーバー側にレンダリングされます。すべてのフォームは、フォーマットされているドキュメントに関する情報を含む<code> doc </code>オブジェクトにアクセスできます。また、<code> frappe </code>モジュールを介して一般的なユーティリティにアクセスすることもできます。</p>
<p>スタイリングのために、Boostrap CSSフレームワークが提供され、クラスの全範囲を楽しむことができます。</p>
<hr>
<h4>参照</h4>
<ol>
	<li> <a href = ""http://jinja.pocoo.org/docs/templates/""ターゲット= ""_ blank""> jinjaテンプレート言語</a> </li>
	<li> <a href = ""http://getbootstrap.com""ターゲット= ""_ blank""> bootstrap cssフレームワーク</a> </li>
</ol>
<hr>
<h4>例</h4>
<pre> <code>＆lt; h3＆gt; {{doc.select_print_headingまたは ""Invoice""}}＆lt;/h3＆gt;
＆lt; div class = ""row""＆gt;
	＆lt; div class = ""col-md-3 text-right""＆gt; customer name＆lt;/div＆gt;
	＆lt; div class = ""col-md-9""＆gt; {{doc.customer_name}}＆lt;/div＆gt;
＆lt;/div＆gt;
＆lt; div class = ""row""＆gt;
	＆lt; div class = ""col-md-3 text-right""＆gt; date＆lt;/div＆gt;
	&lt;div class=""col-md-9""&gt;{{ doc.get_formatted(""invoice_date"") }}&lt;/div&gt;
＆lt;/div＆gt;
＆lt;テーブルクラス= ""テーブルテーブルボーダー""＆gt;
	＆lt; tbody＆gt;
		＆lt; tr＆gt;
			＆lt; th＆gt; sr＆lt;/th＆gt;
			＆lt; th＆gt;アイテム名＆lt;/th＆gt;
			＆lt; th＆gt;説明＆lt;/th＆gt;
			＆lt; th class = ""text-right""＆gt; qty＆lt;/th＆gt;
			＆lt; th class = ""text-right""＆gt; rate＆lt;/th＆gt;
			＆lt; th class = ""text-right""＆gt; rument＆lt;/th＆gt;
		＆lt;/tr＆gt;
		{％ -  doc.itemsの行の場合 - ％}
		＆lt; tr＆gt;
			＆lt; td style = ""width：3％;""＆gt; {{row.idx}}＆lt;/td＆gt;
			＆lt; td style = ""width：20％;""＆gt;
				{{row.item_name}}
				{％row.item_code！= row.item_name-％}の場合
				＆lt; br＆gt;アイテムコード：{{row.item_code}}
				{％-Endif％}
			＆lt;/td＆gt;
			＆lt; td style = ""width：37％;""＆gt;
				＆lt; div style = ""border：0px;""＆gt; {{row.description}}＆lt;/div＆gt;＆lt;/td＆gt;
			＆lt; td style = ""width：10％; text-align：right;""＆gt; {{row.qty}} {{row.uomまたはrow.stock_uom}}＆lt;/td＆gt;
			＆lt; td style = ""width：15％; text-align：right;""＆gt; {{{
				row.get_formatted（ ""reate""、doc）}}＆lt;/td＆gt;
			＆lt; td style = ""width：15％; text-align：right;""＆gt; {{{
				row.get_formatted（ ""lument""、doc）}}＆lt;/td＆gt;
		＆lt;/tr＆gt;
		{％-Endfor -％}
	＆lt;/tbody＆gt;
＆lt;/table＆gt; </code> </pre>
<hr>
<h4>一般的な関数</h4>
<テーブルクラス= ""テーブルテーブルボーダー"">
	<tbody>
		<tr>
			<td style = ""width：30％;""> <code> doc.get_formatted（ ""[fieldname]""、[parent_doc]）</code> </td>
			<td>日付、通貨などとしてドキュメント値のフォーマットを取得します。
		</tr>
		<tr>
			<td style = ""width：30％;""> <code> frappe.db.get_value（ ""[doctype]""、 ""[name]""、 ""fieldname""）</code> </td>
			<td>別のドキュメントから値を取得します。</td>
		</tr>
	</tbody>
</table>",
"<h4>Default Template</h4>
<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>","<h4>デフォルトテンプレート</h4>
<p> uses <a href = ""http://jinja.pocoo.org/docs/templates/""> jinjaテンプレート</a>
<pre> <code> {{address_line1}}＆lt; br＆gt;
{％if address_line2％} {{address_line2}}＆lt; br＆gt; {％endif  - ％}
{{city}}＆lt; br＆gt;
{％state％} {{state}}＆lt; br＆gt; {％endif -％}
{％pincode％} pin：{{pincode}}＆lt; br＆gt; {％endif -％}
{{country}}＆lt; br＆gt;
{phone％の場合}電話：{{phone}}＆lt; br＆gt; {％endif -％}
{％fax％} fax：{{fax}}＆lt; br＆gt; {％endif -％}
{％if email_id％} email：{{email_id}}＆lt; br＆gt; {％endif -％}
</code> </pre>",
"<h4>Email Reply Example</h4>

<pre>Order Overdue

Transaction {{ name }} has exceeded Due Date. Please take necessary action.

Details

- Customer: {{ customer }}
- Amount: {{ grand_total }}
</pre>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your email template are the fields in the document from which you are sending the email. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>
","<h4>メール返信例</h4>

<pre>注文期間

トランザクション{{name}}は、期日を超えています。必要な行動をとってください。

詳細

 - 顧客：{{customer}}
 - 金額：{{grand_total}}
</pre>

<h4>フィールド名を取得する方法</h4>

<p>メールテンプレートで使用できるフィールド名は、メールを送信するドキュメント内のフィールドです。セットアップ＆gt;を使用して、ドキュメントのフィールドを見つけることができます。フォームビューをカスタマイズし、ドキュメントタイプの選択（販売請求書など）</p>

<h4>テンプレート</h4>

<p>テンプレートは、Jinjaテンプレート言語を使用してコンパイルされます。 jinjaの詳細については、<a class = ""strong"" href = ""http://jinja.pocoo.org/docs/dev/templates/"">このドキュメントを読む。</a> </p>",
"<h5 class=""text-muted uppercase"">Or</h5>","<h5 class = ""テキスト溶布の大文字"">または</h5>",
"<h5>Message Example</h5>

<pre>&lt;h3&gt;Order Overdue&lt;/h3&gt;

&lt;p&gt;Transaction {{ doc.name }} has exceeded Due Date. Please take necessary action.&lt;/p&gt;

&lt;!-- show last comment --&gt;
{% if comments %}
Last comment: {{ comments[-1].comment }} by {{ comments[-1].by }}
{% endif %}

&lt;h4&gt;Details&lt;/h4&gt;

&lt;ul&gt;
&lt;li&gt;Customer: {{ doc.customer }}
&lt;li&gt;Amount: {{ doc.grand_total }}
&lt;/ul&gt;
</pre>","<h5>メッセージの例</h5>

<pre>＆lt; h3＆gt; Order Order over due＆lt;/h3＆gt;

＆lt; p＆gt; transaction {{doc.name}}は、期日を超えています。必要な行動をとってください。＆lt;/p＆gt;

＆lt;！ - 最後のコメントを表示 - ＆gt;
{％コメント％の場合}
最後のコメント：{{comments [-1] .comment}} by {{comments [-1] .by}}}}
{％endif％}

＆lt; h4＆gt;詳細＆lt;/h4＆gt;

＆lt; ul＆gt;
＆lt; li＆gt;顧客：{{doc.customer}}
＆lt; li＆gt;額：{{doc.grand_total}}
＆lt;/ul＆gt;
</pre>",
"<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>","<p> <strong>状態の例：</strong> </p>
<pre> doc.status == ""open"" <br> doc.due_date == nowdate（）<br> doc.total＆gt; 40000
</pre>",
"<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>
","<p> <strong>状態の例：</strong> </p>
<pre> doc.status == ""open"" <br> doc.due_date == nowdate（）<br> doc.total＆gt; 40000
</pre>",
"<p>Multiple webforms can be created for a single doctype. Add filters specific to this webform to display correct record after submission.</p><p>For Example:</p>
<p>If you create a separate webform every year to capture feedback from employees add a 
 field named year in doctype and add a filter <b>year = 2023</b></p>
","<p>単一のDoctype用に複数のWebformを作成できます。このウェブフォームに固有のフィルターを追加して、提出後に正しいレコードを表示します。</p> <p>例：</p>
<p>毎年別のウェブフォームを作成して従業員からのフィードバックをキャプチャする場合 
 doctypeに年を挙げてフィルターを追加し、フィルターを追加します<b> year = 2023 </b> </p>",
"<p>Set context before rendering a template. Example:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Project"", frappe.form_dict.name)
</code></pre></div>","<p>テンプレートをレンダリングする前にコンテキストを設定します。例：</p> <p>
</p> <div> <pre> <code>
context.project = frappe.get_doc（ ""project""、frappe.form_dict.name）
</code> </pre> </div>",
"<p>To interact with above HTML you will have to use `root_element` as a parent selector.</p><p>For example:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// here root_element is provided by default
let some_class_element = root_element.querySelector('.some-class');
some_class_element.textContent = ""New content"";
</code></pre>","<p>上記のHTMLと対話するには、「root_element」を親セレクターとして使用する必要があります。</p> <p>例：</p> <pre class = ""p-3 bg-gray-100 border-radius rounded-sm mb-0"" stiled = ""width：fit-content;""> <code>
let_class_element = root_element.queryselector（ '。some-class'）;
some_class_element.textcontent = ""new Content"";
</code> </pre>",
"<p>Your OTP secret on {0} has been reset. If you did not perform this reset and did not request it, please contact your System Administrator immediately.</p>",<p> {0}のOTP Secretがリセットされています。このリセットを実行せず、リクエストしなかった場合は、すぐにシステム管理者に連絡してください。</p>,
"<pre>*  *  *  *  *
┬  ┬  ┬  ┬  ┬
│  │  │  │  │
│  │  │  │  └ day of week (0 - 6) (0 is Sunday)
│  │  │  └───── month (1 - 12)
│  │  └────────── day of month (1 - 31)
│  └─────────────── hour (0 - 23)
└──────────────────── minute (0 - 59)

---

* - Any value
/ - Step values
</pre>
","<pre> * * * * *
┬┬┬┬┬
│││││
│││
│││└││。ですか？七理
││││。。
│└。-七面
└。。。。。。

---

*  - 任意の値
/  - ステップ値
</pre>",
"<pre><code>doc.grand_total &gt; 0</code></pre>

<p>Conditions should be written in simple Python. Please use properties available in the form only.</p>
<p>Allowed functions:
</p><ul>
<li>frappe.db.get_value</li>
<li>frappe.db.get_list</li>
<li>frappe.session</li>
<li>frappe.utils.now_datetime</li>
<li>frappe.utils.get_datetime</li>
<li>frappe.utils.add_to_date</li>
<li>frappe.utils.now</li>
</ul>
<p>Example: </p><pre><code>doc.creation &gt; frappe.utils.add_to_date(frappe.utils.now_datetime(), days=-5, as_string=True, as_datetime=True) </code></pre><p></p>","<pre> <code> doc.grand_total＆gt; 0 </code> </pre>

<p>条件は、単純なPythonで記述する必要があります。フォームのみで利用可能なプロパティを使用してください。</p>
<p>許可された関数：
</p> <ul>
<li> frappe.db.get_value </li>
<li> frappe.db.get_list </li>
<li> frappe.session </li>
<li> frappe.utils.now_dateTime </li>
<li> frappe.utils.get_dateTime </li>
<li> frappe.utils.add_to_date </li>
<li> frappe.utils.now </li>
</ul>
<p>例：</p> <pre> <code> doc.creation＆gt; frappe.utils.add_to_date（frappe.utils.now_datetime（）、days = -5、as_string = true、as_dateTime = true）</code> </pre> <p> </p>",
<strong>Warning:</strong> This field is system generated and may be overwritten by a future update. Modify it using {0} instead.,<strong>警告：</strong>このフィールドはシステム生成され、将来の更新によって上書きされる可能性があります。代わりに{0}を使用して変更します。,
"A DocType's name should start with a letter and can only consist of letters, numbers, spaces, underscores and hyphens",Doctypeの名前は文字から始まり、文字、数字、スペース、アンダースコア、ハイフンでのみ構成することができます,
"A Frappe Framework instance can function as an OAuth Client, Resource, or Authorization server. This DocType contains settings related to all three.",フラッペフレームワークインスタンスは、OAUTHクライアント、リソース、または認証サーバーとして機能できます。このDoctypeには、3つすべてに関連する設定が含まれています。,
A featured post must have a cover image,注目の投稿にはカバー画像が必要です,
A field with the name {0} already exists in {1},{0}という名前のフィールドは{1}に既に存在します,
A file with same name {} already exists,同じ名前のファイル{}はすでに存在しています,
A list of resources which the Client App will have access to after the user allows it.<br> e.g. project,ユーザーが許可した後にクライアントアプリがアクセスできるリソースのリスト。<br>プロジェクト,
A new account has been created for you at {0},{0}で新しいアカウントが作成されました,
A recurring {0} {1} has been created for you via Auto Repeat {2}.,{0} {1}は、自動リピート{2}を介して作成されました。,
A symbol for this currency. For e.g. $,この通貨のシンボル。例えば$,
A template already exists for field {0} of {1},{1}のフィールド{0}のテンプレートはすでに存在します,
"A version identifier string for the client software.
<br>
The value of the should change on any update of the client software with the same Software ID.","クライアントソフトウェアのバージョン識別子文字列。
<br>
同じソフトウェアIDを使用して、クライアントソフトウェアの更新で変更する必要があります。",
A word by itself is easy to guess.,言葉だけでは簡単に推測できます。,
A0,A0,
A1,A1,
A2,A2,
A3,A3,
A4,A4,
A5,A5,
A6,A6,
A7,A7,
A8,A8,
A9,A9,
ALL,全て,
API,API,
API Access,APIアクセス,
API Endpoint,APIエンドポイント,
API Endpoint Args,APIエンドポイントargs,
API Key,APIキー,
API Key and Secret to interact with the relay server. These will be auto-generated when the first push notification is sent from any of the apps installed on this site.,リレーサーバーと対話するためのAPIキーと秘密。これらは、このサイトにインストールされているアプリのいずれかから最初のプッシュ通知が送信されると、自動生成されます。,
API Key cannot be regenerated,APIキーを再生できません,
API Logging,APIロギング,
API Method,APIメソッド,
API Request Log,API要求ログ,
API Secret,APIの秘密,
ASC,ASC,
About,について,
About Us,私たちについて,
About Us Settings,米国の設定について,
About Us Team Member,米国のチームメンバーについて,
About {0} minute remaining,残りについて{0}分,
About {0} minutes remaining,残り約{0}分,
About {0} seconds remaining,残り約{0}秒,
Access Control,アクセス制御,
Access Log,アクセスログ,
Access Token,アクセストークン,
Access Token URL,アクセストークンURL,
Access not allowed from this IP Address,このIPアドレスから許可されていないアクセス,
Account,アカウント,
Account Deletion Settings,アカウントの削除設定,
Accounts Manager,アカウントマネージャー,
Accounts User,アカウントユーザー,
"Accurate count can not be fetched, click here to view all documents",正確なカウントを取得できません。すべてのドキュメントを表示するにはここをクリックしてください,
Action,アクション,
Action / Route,アクション /ルート,
Action Complete,アクションが完了します,
Action Failed,アクションが失敗しました,
Action Label,アクションラベル,
Action Timeout (Seconds),アクションタイムアウト（秒）,
Action Type,アクションタイプ,
Action {0} completed successfully on {1} {2}. View it {3},アクション{0}は{1} {2}で正常に完了しました。それを見る{3},
Action {0} failed on {1} {2}. View it {3},アクション{0} {1} {2}で失敗しました。それを見る{3},
Actions,アクション,
Activate,活性化,
Active,アクティブ,
Active Directory,Active Directory,
Active Domains,アクティブドメイン,
Active Sessions,アクティブセッション,
Activity,活動,
Activity Log,アクティビティログ,
Add,追加,
Add / Remove Columns,列を追加 /削除します,
Add / Update,追加 /更新します,
Add A New Rule,新しいルールを追加します,
Add Attachment,添付ファイルを追加します,
Add Background Image,背景画像を追加します,
Add Border at Bottom,底に境界線を追加します,
Add Border at Top,上部にボーダーを追加します,
Add Card to Dashboard,ダッシュボードにカードを追加します,
Add Chart to Dashboard,ダッシュボードにチャートを追加します,
Add Child,子供を追加します,
Add Column,列を追加します,
Add Contact,連絡先を追加します,
Add Contacts,連絡先を追加します,
Add Container,コンテナを追加します,
Add Custom Tags,カスタムタグを追加します,
Add Filters,フィルターを追加します,
Add Gray Background,灰色の背景を追加します,
Add Group,グループを追加します,
Add Indexes,インデックスを追加します,
Add Multiple,複数を追加します,
Add New Permission Rule,新しい許可ルールを追加します,
Add Participants,参加者を追加します,
Add Query Parameters,クエリパラメーターを追加します,
Add Roles,役割を追加します,
Add Row,行を追加します,
Add Signature,署名を追加します,
Add Space at Bottom,下部にスペースを追加します,
Add Space at Top,上部にスペースを追加します,
Add Subscribers,サブスクライバーを追加します,
Add Tags,タグを追加します,
Add Template,テンプレートを追加します,
Add Total Row,合計行を追加します,
Add Translate Data,翻訳データを追加します,
Add Unsubscribe Link,サブスクライブリンクを追加します,
Add User Permissions,ユーザー許可を追加します,
Add Video Conferencing,ビデオ会議を追加します,
Add a Filter,フィルターを追加します,
Add a New Role,新しい役割を追加します,
Add a Row,行を追加します,
Add a comment,コメントを追加します,
Add a new section,新しいセクションを追加します,
Add a row above the current row,現在の行の上に行を追加します,
Add a row at the bottom,下部に行を追加します,
Add a row at the top,上部に行を追加します,
Add a row below the current row,現在の行の下に行を追加します,
Add a {0} Chart,{0}チャートを追加します,
Add column,列を追加します,
Add field,フィールドを追加します,
Add new tab,新しいタブを追加します,
Add page break,ページブレイクを追加します,
Add script for Child Table,チャイルドテーブルのスクリプトを追加します,
Add section above,上記のセクションを追加します,
Add section below,以下のセクションを追加します,
Add tab,タブを追加します,
Add to Dashboard,ダッシュボードに追加します,
Add to ToDo,todoに追加します,
Add to table,テーブルに追加します,
Add to this activity by mailing to {0},{0}に郵送して、このアクティビティに追加します,
Add {0},{0}を追加,
Added,追加した,
"Added HTML in the &lt;head&gt; section of the web page, primarily used for website verification and SEO",＆lt; head＆gt;にHTMLを追加しました主にWebサイト検証とSEOに使用されるWebページのセクション,
Added default log doctypes: {},デフォルトのログDoctypesを追加：{},
Added {0} ({1}),追加{0}（{1}）,
Additional Permissions,追加の権限,
Address,住所,
Address And Contacts,アドレスと連絡先,
Address Line 1,住所1,
Address Line 2,アドレス2行2,
Address Template,アドレステンプレート,
Address Title,アドレスタイトル,
Address Title is mandatory.,アドレスタイトルは必須です。,
Address Type,アドレスタイプ,
Address and other legal information you may want to put in the footer.,アドレスやその他の法的情報は、フッターに入れたいと思うかもしれません。,
Addresses,アドレス,
Addresses And Contacts,アドレスと連絡先,
Adds a custom client script to a DocType,Doctypeにカスタムクライアントスクリプトを追加します,
Adds a custom field to a DocType,Doctypeにカスタムフィールドを追加します,
Administration,管理,
Administrator,管理者,
Administrator Logged In,管理者はログインしました,
Administrator accessed {0} on {1} via IP Address {2}.,IPアドレス{2}を介して{1}で{0}にアクセスしました。,
Administrator can't follow,管理者はフォローできません,
Advanced,高度な,
Advanced Control,高度な制御,
Advanced Search,高度な検索,
Advanced Settings,高度な設定,
After,後,
After Cancel,キャンセル後,
After Delete,削除後,
After Discard,破棄した後,
After Insert,挿入後,
After Rename,名前を変更した後,
After Save,保存後,
After Save (Submitted Document),保存後（提出されたドキュメント）,
After Submission,提出後,
After Submit,送信後,
Aggregate Field is required to create a number card,数字カードを作成するには、集約フィールドが必要です,
Aggregate Function Based On,に基づいて集計関数,
Aggregate Function field is required to create a dashboard chart,ダッシュボードチャートを作成するには、集約関数フィールドが必要です,
