<b>{0}</b> is not a valid URL,<b>{0}</b> geçerli bir URL değil,
"<div class=""alert"">Please don't update it as it can mess up your form. Use the Customize Form View and Custom Fields to set properties!</div>","<div class=""alert"">Formunuzu bozabileceği için lütfen güncellemeyin. Özellikleri ayarlamak için Form Görünümünü Özelleştir ve Özel Alanları kullanın!</div>",
"<div class=""well"">
    Edit list of Series in the box. Rules:
    <ul>
        <li>Each Series Prefix on a new line.</li>
        <li>Allowed special characters are ""/"" and ""-""</li>
        <li>
            Optionally, set the number of digits in the series using dot (.)
            followed by hashes (#). For example, "".####"" means that the series
            will have four digits. Default is five digits.
        </li>
        <li>
            You can also use variables in the series name by putting them
            between (.) dots
            <br>
            Supported Variables:
            <ul>
                <li><code>.YYYY.</code> - Year in 4 digits</li>
                <li><code>.YY.</code> - Year in 2 digits</li>
                <li><code>.MM.</code> - Month</li>
                <li><code>.DD.</code> - Day of month</li>
                <li><code>.WW.</code> - Week of the year</li>
                <li>
                    <code>.{fieldname}.</code> - fieldname on the document e.g.
                    <code>branch</code>
                </li>
                <li><code>.FY.</code> - Fiscal Year (requires ERPNext to be installed)</li>
                <li><code>.ABBR.</code> - Company Abbreviation (requires ERPNext to be installed)</li>
            </ul>
        </li>
    </ul>
    Examples:
    <ul>
        <li>INV-</li>
        <li>INV-10-</li>
        <li>INVK-</li>
        <li>INV-.YYYY.-.{branch}.-.MM.-.####</li>
    </ul>
</div>
<br>
","<div class=""well"">
    Kutudaki Seri listesini düzenleyin. Kurallar:
    <ul>
        <li>Her Seri Öneki yeni bir satırda.</li>
        <li>İzin verilen özel karakterler ""/"" ve ""-"" dir</li>
        <li>
            İsteğe bağlı olarak, nokta (.)
            ve ardından karma (#) kullanarak serideki basamak sayısını ayarlayın. Örneğin, "".####"",
            serisinin dört basamaklı olacağı anlamına gelir. Varsayılan değer beş hanedir.
        </li>
        <li>
            Değişkenleri seri adında (.) noktalarının arasına
            koyarak da kullanabilirsiniz
            <br>
            Desteklenen Değişkenler:
            <ul>
                <li><code>.YYYY.</code> - 4 basamaklı yıl</li>
                <li><code>.YY.</code> - 2 basamaklı yıl</li>
                <li><code>.MM.</code> - Ay</li>
                <li><code>.DD.</code> - Ayın günü</li>
                <li><code>.WW.</code> - Yılın haftası</li>
                <li>
                    <code>.{fieldname}.</code> - belgedeki alan adı, örneğin
                    <code>şubesi</code>
                </li>
                <li><code>.FY.</code> - Mali Yıl (ERPNext'in kurulu olmasını gerektirir)</li>
                <li><code>.ABBR.</code> - Şirket Kısaltması (ERPNext'in kurulu olmasını gerektirir)</li>
            </ul>
        </li>
    </ul>
    Örnekler:
    <ul>
        <li>INV-</li>
        <li>INV-10-</li>
        <li>INVK-</li>
        <li>INV-.YYYY.-.{branch}.-.MM.-.####</li>
    </ul>
</div>
<br>
",
"<h3>Custom CSS Help</h3>

<p>Notes:</p>

<ol>
<li>All field groups (label + value) are set attributes <code>data-fieldtype</code> and <code>data-fieldname</code></li>
<li>All values are given class <code>value</code></li>
<li>All Section Breaks are given class <code>section-break</code></li>
<li>All Column Breaks are given class <code>column-break</code></li>
</ol>

<h4>Examples</h4>

<p>1. Left align integers</p>

<pre><code>[data-fieldtype=""Int""] .value { text-align: left; }</code></pre>

<p>1. Add border to sections except the last section</p>

<pre><code>.section-break { padding: 30px 0px; border-bottom: 1px solid #eee; }
.section-break:last-child { padding-bottom: 0px; border-bottom: 0px;  }</code></pre>
","<h3>Özel CSS Yardımı</h3>

<p>Notlar:</p>

<ol>
<li>Tüm alan grupları (etiket + değer) <code>data-fieldtype</code> ve <code>data-fieldname</code> özniteliklerini ayarlar</li>
<li>Tüm değerlere sınıf <code>değeri</code> verilir</li>
<li>Tüm Bölüm Araları sınıf <code>bölüm</code> arası olarak verilir</li>
<li>Tüm Sütun Sonlarına <code>sütun</code> sonu sınıfı verilir</li>
</ol>

<h4>Örnekler</h4>

<p>1. Tamsayıları sola hizalama</p>

<pre><code>[data-fieldtype=""Int""] .value { text-align: left; }</code></pre>

<p>1. Son bölüm dışındaki bölümlere kenarlık ekleyin</p>

<pre><code>.section-break { padding: 30px 0px; border-bottom: 1px solid #eee; }
.section-break:last-child { padding-bottom: 0px; border-bottom: 0px; }</code></pre>
",
"<h3>Print Format Help</h3>
<hr>
<h4>Introduction</h4>
<p>Print Formats are rendered on the server side using the Jinja Templating Language. All forms have access to the <code>doc</code> object which contains information about the document that is being formatted. You can also access common utilities via the <code>frappe</code> module.</p>
<p>For styling, the Boostrap CSS framework is provided and you can enjoy the full range of classes.</p>
<hr>
<h4>References</h4>
<ol>
	<li><a href=""http://jinja.pocoo.org/docs/templates/"" target=""_blank"">Jinja Templating Language</a></li>
	<li><a href=""http://getbootstrap.com"" target=""_blank"">Bootstrap CSS Framework</a></li>
</ol>
<hr>
<h4>Example</h4>
<pre><code>&lt;h3&gt;{{ doc.select_print_heading or ""Invoice"" }}&lt;/h3&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Customer Name&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.customer_name }}&lt;/div&gt;
&lt;/div&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Date&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.get_formatted(""invoice_date"") }}&lt;/div&gt;
&lt;/div&gt;
&lt;table class=""table table-bordered""&gt;
	&lt;tbody&gt;
		&lt;tr&gt;
			&lt;th&gt;Sr&lt;/th&gt;
			&lt;th&gt;Item Name&lt;/th&gt;
			&lt;th&gt;Description&lt;/th&gt;
			&lt;th class=""text-right""&gt;Qty&lt;/th&gt;
			&lt;th class=""text-right""&gt;Rate&lt;/th&gt;
			&lt;th class=""text-right""&gt;Amount&lt;/th&gt;
		&lt;/tr&gt;
		{%- for row in doc.items -%}
		&lt;tr&gt;
			&lt;td style=""width: 3%;""&gt;{{ row.idx }}&lt;/td&gt;
			&lt;td style=""width: 20%;""&gt;
				{{ row.item_name }}
				{% if row.item_code != row.item_name -%}
				&lt;br&gt;Item Code: {{ row.item_code}}
				{%- endif %}
			&lt;/td&gt;
			&lt;td style=""width: 37%;""&gt;
				&lt;div style=""border: 0px;""&gt;{{ row.description }}&lt;/div&gt;&lt;/td&gt;
			&lt;td style=""width: 10%; text-align: right;""&gt;{{ row.qty }} {{ row.uom or row.stock_uom }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""rate"", doc) }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""amount"", doc) }}&lt;/td&gt;
		&lt;/tr&gt;
		{%- endfor -%}
	&lt;/tbody&gt;
&lt;/table&gt;</code></pre>
<hr>
<h4>Common Functions</h4>
<table class=""table table-bordered"">
	<tbody>
		<tr>
			<td style=""width: 30%;""><code>doc.get_formatted(""[fieldname]"", [parent_doc])</code></td>
			<td>Get document value formatted as Date, Currency, etc. Pass parent <code>doc</code> for currency type fields.</td>
		</tr>
		<tr>
			<td style=""width: 30%;""><code>frappe.db.get_value(""[doctype]"", ""[name]"", ""fieldname"")</code></td>
			<td>Get value from another document.</td>
		</tr>
	</tbody>
</table>
","<h3>Yazdırma Biçimi Yardımı</h3>
<hr>
<h4>Giriş</h4>
<p>Yazdırma Formatları Jinja Templating Language kullanılarak sunucu tarafında oluşturulur. Tüm formlar, biçimlendirilmekte olan belge hakkında bilgi içeren <code>doc</code> nesnesine erişebilir. Ayrıca <code>frappe</code> modülü aracılığıyla ortak yardımcı programlara da erişebilirsiniz.</p>
<p>Stil oluşturma için Boostrap CSS çerçevesi sağlanmıştır ve tüm sınıfların keyfini çıkarabilirsiniz.</p>
<hr>
<h4>Referanslar</h4>
<ol>
	<li><a href=""http://jinja.pocoo.org/docs/templates/"" target=""_blank"">Jinja Şablonlama Dili</a></li>
	<li><a href=""http://getbootstrap.com"" target=""_blank"">Bootstrap CSS Çerçevesi</a></li>
</ol>
<hr>
<h4>Örnek</h4>
<pre><code>&lt;h3&gt;{{ doc.select_print_heading or ""Invoice"" }}&lt;/h3&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Müşteri Adı&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.customer_name }}&lt;/div&gt;
&lt;/div&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Date&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.get_formatted(""invoice_date"") }}&lt;/div&gt;
&lt;/div&gt;
&lt;table class=""table-bordered""&gt;
	&lt;tbody&gt;
		&lt;tr&gt;
			&lt;th&gt;Sr&lt;/th&gt;
			&lt;th&gt;Öğe Adı&lt;/th&gt;
			&lt;th&gt;Açıklama&lt;/th&gt;
			&lt;th class=""text-right""&gt;Adet&lt;/th&gt;
			&lt;th class=""text-right""&gt;Oran&lt;/th&gt;
			&lt;th class=""text-right""&gt;Tutar&lt;/th&gt;
		&lt;/tr&gt;
		{%- for row in doc.items -%}
		&lt;tr&gt;
			&lt;td style=""width: 3%;""&gt;{{ row.idx }}&lt;/td&gt;
			&lt;td style=""width: 20%;""&gt;
				{{ row.item_name }}
				{% if row.item_code != row.item_name -%}
				&lt;br&gt;Ürün Kodu: {{ row.item_code}}
				{%- endif %}
			&lt;/td&gt;
			&lt;td style=""width: 37%;""&gt;
				&lt;div style=""border: 0px;""&gt;{{ row.description }}&lt;/div&gt;&lt;/td&gt;
			&lt;td style=""width: 10%; text-align: right;""&gt;{{ row.qty }} {{ row.uom or row.stock_uom }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""rate"", doc) }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""amount"", doc) }}&lt;/td&gt;
		&lt;/tr&gt;
		{%- endfor -%}
	&lt;/tbody&gt;
&lt;/table&gt;</code></pre>
<hr>
<h4>Ortak İşlevler</h4>
<table class=""table table-bordered"">
	<tbody>
		<tr>
			<td style=""width: 30%;""><code>doc.get_formatted(""[fieldname]"", [parent_doc])</code></td>
			<td>Tarih, Para Birimi vb. olarak biçimlendirilmiş belge değerini alın. Para birimi türü alanlar için üst <code>dokümanı</code> geçirin.</td>
		</tr>
		<tr>
			<td style=""width: 30%;""><code>frappe.db.get_value(""[doctype]"", ""[name]"", ""fieldname"")</code></td>
			<td>Başka bir belgeden değer alın.</td>
		</tr>
	</tbody>
</table>
",
"<h4>Default Template</h4>
<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>","<h4>Varsayılan Şablon</h4>
<p><a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> kullanır ve Adres'in tüm alanları (varsa Özel Alanlar dahil) kullanılabilir olacaktır</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Telefon: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Faks: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}E-posta: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>",
"<h4>Email Reply Example</h4>

<pre>Order Overdue

Transaction {{ name }} has exceeded Due Date. Please take necessary action.

Details

- Customer: {{ customer }}
- Amount: {{ grand_total }}
</pre>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your email template are the fields in the document from which you are sending the email. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>
","<h4>E-posta Yanıt Örneği</h4>

<pre>Gecikmiş Sipariş

İşlem {{ name }} Son Ödeme Tarihini Aşmıştır. Lütfen gerekli işlemleri yapınız.

Ayrıntılar

- Müşteri: {{ customer }}
- Tutar: {{ grand_total }}
</pre>

<h4>Alan adları nasıl alınır</h4>

<p>E-posta şablonunuzda kullanabileceğiniz alan adları, e-postayı gönderdiğiniz belgedeki alanlardır. Herhangi bir belgenin alanlarını Kurulum &gt; Form Görünümünü Özelleştir aracılığıyla ve belge türünü seçerek öğrenebilirsiniz (örn. Satış Faturası)</p>

<h4>Şablonlama</h4>

<p>Şablonlar Jinja Templating Language kullanılarak derlenir. Jinja hakkında daha fazla bilgi edinmek için <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">bu belgeyi okuyun.</a></p>
",
"<h5 class=""text-muted uppercase"">Or</h5>","<h5 class=""text-muted uppercase"">Veya</h5>",
"<h5>Message Example</h5>

<pre>&lt;h3&gt;Order Overdue&lt;/h3&gt;

&lt;p&gt;Transaction {{ doc.name }} has exceeded Due Date. Please take necessary action.&lt;/p&gt;

&lt;!-- show last comment --&gt;
{% if comments %}
Last comment: {{ comments[-1].comment }} by {{ comments[-1].by }}
{% endif %}

&lt;h4&gt;Details&lt;/h4&gt;

&lt;ul&gt;
&lt;li&gt;Customer: {{ doc.customer }}
&lt;li&gt;Amount: {{ doc.grand_total }}
&lt;/ul&gt;
</pre>","<h5>Mesaj Örneği</h5>

<pre>&lt;h3&gt;Sipariş Gecikmiş&lt;/h3&gt;

&lt;p&gt;İşlem {{ doc.name }} Son Tarihi aştı. Lütfen gerekli işlemi yapın.&lt;/p&gt;

&lt;!-- son yorumu göster --&gt;
{% if comments %}
Son yorum: {{ comments[-1].comment }} tarafından {{ comments[-1].by }}
{% endif %}

&lt;h4&gt;Ayrıntılar&lt;/h4&gt;

&lt;ul&gt;
&lt;li&gt;Müşteri: {{ doc.customer }}
&lt;li&gt;Tutar: {{ doc.grand_total }}
&lt;/ul&gt;
</pre>",
"<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>","<p><strong>Koşul Örnekleri:</strong></p>
<pre>doc.status==""Açık""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>",
"<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>
","<p><strong>Koşul Örnekleri:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>
",
"<p>Multiple webforms can be created for a single doctype. Add filters specific to this webform to display correct record after submission.</p><p>For Example:</p>
<p>If you create a separate webform every year to capture feedback from employees add a 
 field named year in doctype and add a filter <b>year = 2023</b></p>
","<p>Tek bir doctype için birden fazla web formu oluşturulabilir. Gönderimden sonra doğru kaydı görüntülemek için bu web formuna özgü filtreler ekleyin.</p><p>Örneğin:</p>
<p>Çalışanlardan geri bildirim almak için her yıl ayrı bir web formu oluşturursanız, doctype'a yıl adında bir 
 alanı ekleyin ve bir filtre ekleyin <b>yıl = 2023</b></p>
",
"<p>Set context before rendering a template. Example:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Project"", frappe.form_dict.name)
</code></pre></div>","<p>Bir şablonu işlemeden önce bağlamı ayarlayın. Örnek:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Proje"", frappe.form_dict.name)
</code></pre></div>",
"<p>To interact with above HTML you will have to use `root_element` as a parent selector.</p><p>For example:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// here root_element is provided by default
let some_class_element = root_element.querySelector('.some-class');
some_class_element.textContent = ""New content"";
</code></pre>","<p>Yukarıdaki HTML ile etkileşim kurmak için `root_element` öğesini ana seçici olarak kullanmanız gerekecektir.</p><p>Örneğin:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// burada root_element varsayılan olarak sağlanır
let some_class_element = root_element.querySelector('.some-class');
some_class_element.textContent = ""Yeni içerik"";
</code></pre>",
"<p>Your OTP secret on {0} has been reset. If you did not perform this reset and did not request it, please contact your System Administrator immediately.</p>",<p> {0} üzerindeki OTP sırrınız sıfırlandı. Bu sıfırlamayı siz yapmadıysanız ve talep etmediyseniz lütfen hemen Sistem Yöneticinizle iletişime geçin.</p>,
"<pre>*  *  *  *  *
┬  ┬  ┬  ┬  ┬
│  │  │  │  │
│  │  │  │  └ day of week (0 - 6) (0 is Sunday)
│  │  │  └───── month (1 - 12)
│  │  └────────── day of month (1 - 31)
│  └─────────────── hour (0 - 23)
└──────────────────── minute (0 - 59)

---

* - Any value
/ - Step values
</pre>
","<pre>* * * *
┬ ┬ ┬ ┬ ┬
│ │ │ │
│ │ │ │ └ haftanın günü (0 - 6) (0 Pazar)
│ │ │ └───── ay (1 - 12)
│ │ └────────── ayın günü (1 - 31)
│ └─────────────── saat (0 - 23)
└──────────────────── dakika (0 - 59)

---

* - Herhangi bir değer
/ - Adım değerleri
</pre>
",
"<pre><code>doc.grand_total &gt; 0</code></pre>

<p>Conditions should be written in simple Python. Please use properties available in the form only.</p>
<p>Allowed functions:
</p><ul>
<li>frappe.db.get_value</li>
<li>frappe.db.get_list</li>
<li>frappe.session</li>
<li>frappe.utils.now_datetime</li>
<li>frappe.utils.get_datetime</li>
<li>frappe.utils.add_to_date</li>
<li>frappe.utils.now</li>
</ul>
<p>Example: </p><pre><code>doc.creation &gt; frappe.utils.add_to_date(frappe.utils.now_datetime(), days=-5, as_string=True, as_datetime=True) </code></pre><p></p>","<pre><code>doc.grand_total &gt; 0</code></pre>

<p>Koşullar basit Python ile yazılmalıdır. Lütfen yalnızca formda bulunan özellikleri kullanın.</p>
<p>İzin verilen fonksiyonlar:
</p><ul>
<li>frappe.db.get_value</li>
<li>frappe.db.get_list</li>
<li>frappe.session</li>
<li>frappe.utils.now_datetime</li>
<li>frappe.utils.get_datetime</li>
<li>frappe.utils.add_to_date</li>
<li>frappe.utils.now</li>
</ul>
<p>Örnek: </p><pre><code>doc.creation &gt; frappe.utils.add_to_date(frappe.utils.now_datetime(), days=-5, as_string=True, as_datetime=True) </code></pre><p></p>",
<strong>Warning:</strong> This field is system generated and may be overwritten by a future update. Modify it using {0} instead.,<strong>Uyarı:</strong> Bu alan sistem tarafından oluşturulmuştur ve gelecekteki bir güncelleme ile üzerine yazılabilir. Bunun yerine {0} kullanarak değiştirin.,
"A DocType's name should start with a letter and can only consist of letters, numbers, spaces, underscores and hyphens","Bir DocType'ın adı bir harfle başlamalıdır ve yalnızca harfler, sayılar, boşluklar, alt çizgiler ve tire işaretlerinden oluşabilir",
A featured post must have a cover image,Öne çıkan bir gönderinin kapak resmi olmalıdır,
A field with the name {0} already exists in {1},{0} adlı bir alan {1} içinde zaten mevcut,
A file with same name {} already exists,Aynı ada sahip {} dosya zaten var,
A list of resources which the Client App will have access to after the user allows it.<br> e.g. project,Kullanıcı izin verdikten sonra İstemci Uygulamasının erişebileceği kaynakların listesi.<br> örn. proje,
A new account has been created for you at {0},{0} adresinde sizin için yeni bir hesap oluşturuldu,
A recurring {0} {1} has been created for you via Auto Repeat {2}.,Otomatik Tekrar {2} aracılığıyla sizin için tekrar eden bir {0} {1} oluşturuldu.,
A symbol for this currency. For e.g. $,Bu para birimi için bir sembol. Örnek: ₺,
A template already exists for field {0} of {1},{1} alanınındaki {0} alanı için bir şablon zaten mevcut,
A word by itself is easy to guess.,Bir kelimeyi tek başına tahmin etmek kolaydır.,
A0,A0,
A1,A1,
A2,A2,
A3,A3,
A4,A4,
A5,A5,
A6,A6,
A7,A7,
A8,A8,
A9,A9,
ALL,Tümü,
API,API,
API Access,API Erişimi,
API Endpoint,API Uç Noktası,
API Endpoint Args,API Uç Nokta Bağımsız Değişkenleri,
API Key,API Anahtarı,
API Key and Secret to interact with the relay server. These will be auto-generated when the first push notification is sent from any of the apps installed on this site.,"Relay Sunucusuyla etkileşim kurmak için API Anahtarı ve Gizli Anahtar. Bu anahtarlar, bu siteye yüklü uygulamalardan herhangi birinden ilk anlık bildirim gönderildiğinde otomatik olarak oluşturulacaktır.",
API Key cannot be regenerated,API Anahtarı yeniden oluşturulamaz.,
API Logging,API Günlüğü,
API Method,API Yöntemi,
API Request Log,API İstek Günlüğü,
API Secret,API Gizli Anahtarı,
ASC,Artan,
About,Hakkında,
About Us,Hakkımızda,
About Us Settings,Hakkımızda Ayarları,
About Us Team Member,Hakkımızda Ekip Üyesi,
About {0} minute remaining,Yaklaşık {0} dakika kaldı,
About {0} minutes remaining,Yaklaşık {0} dakika kaldı,
About {0} seconds remaining,Yaklaşık {0} saniye kaldı,
Access Control,Erişim Kontrolü,
Access Log,Erişim Günlüğü,
Access Token,Erişim Anahtarı,
Access Token URL,Erişim Token URL'si,
Access not allowed from this IP Address,Bu IP Adresinden erişime izin verilmiyor,
Account,Hesap,
Account Deletion Settings,Hesap Silme Ayarları,
Accounts Manager,Muhasebe Yöneticisi,
Accounts User,Muhasebe Kullanıcısı,
Action,İşlem,
Action / Route,Aksiyon / Rota,
Action Complete,Eylem Tamamlandı,
Action Failed,Eylem Başarısız,
Action Label,Eylem Etiketi,
Action Timeout (Seconds),Eylem Zaman Aşımı (Saniye),
Action Type,Aksiyon Türü,
Action {0} completed successfully on {1} {2}. View it {3},Eylem {0} {1} {2} tarihinde başarıyla tamamlandı. Görüntüle {3},
Action {0} failed on {1} {2}. View it {3},Eylem {0} {1} {2} tarihinde başarısız oldu. Görüntüle {3},
Actions,İşlemler,
Activate,Etkinleştir,
Active,Aktif,
Active Directory,Active Directory,
Active Domains,Aktif Etki Alanları,
Active Sessions,Aktif Oturumlar,
Activity,Aktivite,
Activity Log,Aktivite Günlüğü,
Add,Ekle,
Add / Remove Columns,Sütun Ekle / Kaldır,
Add / Update,Ekle / Güncelle,
Add A New Rule,Yeni Kural Ekle,
Add Attachment,Dosya Ekle,
Add Background Image,Arka Plan Ekle,
Add Border at Bottom,Alt Kısma Kenarlık Ekle,
Add Border at Top,Üste Kenarlık Ekle,
Add Card to Dashboard,Kartı Panoya Ekle,
Add Chart to Dashboard,Gösterge Paneline Grafik Ekle,
Add Child,Alt Öğe Ekle,
Add Column,Sütun Ekle,
Add Contact,Kişi Ekle,
Add Contacts,Kişileri Ekle,
Add Container,Konteyner Ekle,
Add Custom Tags,Özel Etiket Ekle,
Add Filters,Filtreleri Ekle,
Add Gray Background,Gri Arka Plan Ekle,
Add Group,Grup Ekle,
Add Indexes,Dizinleri Ekle,
Add Multiple,Çoklu Ekle,
Add New Permission Rule,Yeni İzin Kuralı Ekle,
Add Participants,Katılımcı Ekle,
Add Query Parameters,Sorgu Parametreleri Ekle,
Add Roles,Rol Ekle,
Add Row,Satır Ekle,
Add Signature,İmza Ekle,
Add Space at Bottom,Alt Kısma Boşluk Ekle,
Add Space at Top,Üst Kısma Boşluk Ekle,
Add Subscribers,Abonelere Ekle ,
Add Tags,Etiket Ekle,
Add Template,Şablon Ekle,
Add Total Row,Tüm Satırları Ekle,
Add Translate Data,Çeviri Verilerini Ekle,
Add Unsubscribe Link,Abonelikten Çıkma Bağlantısı Ekle,
Add User Permissions,Kullanıcı İzinleri Ekle,
Add Video Conferencing,Video Konferans Ekle,
Add a Filter,Yeni Filtre,
Add a New Role,Yeni Bir Rol Ekle,
Add a Row,Satır Ekle,
Add a comment,Yorum,
Add a new section,Yeni Bölüm Ekle,
Add a row above the current row,Mevcut satırın üstüne bir satır ekle,
Add a row at the bottom,Alt tarafa bir satır ekle,
Add a row at the top,En üste bir satır ekle,
Add a row below the current row,Mevcut satırın altına bir satır ekle,
Add a {0} Chart,{0} Grafiği Ekle,
Add column,Sütun ekle,
Add field,Alan ekle,
Add new tab,Yeni Sekme Ekle,
Add page break,Sayfa arası ekle,
Add script for Child Table,Alt Tablo için Script Ekle,
Add section above,Yukarıya bölüm ekle,
Add section below,Aşağıya bölüm ekle,
Add tab,Sekme Ekle,
Add to Dashboard,Gösterge Paneline Ekle,
Add to ToDo,Yapılacaklara Ekle,
Add to table,Tabloya ekle,
Add to this activity by mailing to {0},Bu aktiviteye katkıda bulunmak için {0} adresine e-posta gönderin.,
Add {0},Yeni {0},
