"<h4>Default Template</h4>
<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>","<h4>Standardvorlage</h4>
<p>Verwendet <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> und alle Felder der Adresse (einschließlich der benutzerdefinierten Felder, falls vorhanden) werden verfügbar sein</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Telefon: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}E-Mail: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>",
"<h4>Email Reply Example</h4>

<pre>Order Overdue

Transaction {{ name }} has exceeded Due Date. Please take necessary action.

Details

- Customer: {{ customer }}
- Amount: {{ grand_total }}
</pre>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your email template are the fields in the document from which you are sending the email. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>
","<h4>Beispiel für eine E-Mail-Antwort</h4>

<pre>Bestellung überfällig

Transaktion {{ name }} hat Fälligkeitsdatum überschritten. Bitte ergreifen Sie die erforderlichen Maßnahmen.

Details

- Kunde: {{ customer }}
- Betrag: {{ grand_total }}
</pre>

<h4>So erhalten Sie Feldnamen</h4>

<p>Die Feldnamen, die Sie in Ihrer E-Mail-Vorlage verwenden können, sind die Felder in dem Dokument, aus dem Sie die E-Mail senden. Die Felder aller Dokumente finden Sie unter „Setup“ &gt; „Formular anpassen“ und wählen Sie den Dokumenttyp (z. B. Ausgangsrechnung) aus.</p>

<h4>Vorlagenerstellung</h4>

<p>Vorlagen werden mit der Jinja-Vorlagensprache erstellt. Weitere Informationen zu Jinja finden Sie in dieser Dokumentation. <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/""></a></p>
",
"<h5 class=""text-muted uppercase"">Or</h5>","<h5 class=""text-muted uppercase"">Oder</h5>",
"<h5>Message Example</h5>

<pre>&lt;h3&gt;Order Overdue&lt;/h3&gt;

&lt;p&gt;Transaction {{ doc.name }} has exceeded Due Date. Please take necessary action.&lt;/p&gt;

&lt;!-- show last comment --&gt;
{% if comments %}
Last comment: {{ comments[-1].comment }} by {{ comments[-1].by }}
{% endif %}

&lt;h4&gt;Details&lt;/h4&gt;

&lt;ul&gt;
&lt;li&gt;Customer: {{ doc.customer }}
&lt;li&gt;Amount: {{ doc.grand_total }}
&lt;/ul&gt;
</pre>","<h5>Nachrichtenbeispiel</h5>

<pre>&lt;h3&gt;Bestellung überfällig&lt;/h3&gt;

&lt;p&gt;Transaktion {{ doc.name }} hat das Fälligkeitsdatum überschritten. Bitte ergreifen Sie die notwendigen Maßnahmen.&lt;/p&gt;

&lt;!-- letzten Kommentar anzeigen --&gt;
{% if comments %}
Letzter Kommentar: {{ comments[-1].comment }} von {{ comments[-1].by }}
{% endif %}

&lt;h4&gt;Details&lt;/h4&gt;

&lt;ul&gt;
&lt;li&gt;Kunde: {{ doc.customer }}
&lt;li&gt;Betrag: {{ doc.grand_total }}
&lt;/ul&gt;
</pre>",
"<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>","<p><strong>Bedingungsbeispiele:</strong></p>
<pre>doc.status==""Öffnen""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000

</pre>",
"<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>
","<p><strong>Bedingungsbeispiele:</strong></p>
<pre>doc.status==""Öffnen""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>
",
"<p>Multiple webforms can be created for a single doctype. Add filters specific to this webform to display correct record after submission.</p><p>For Example:</p>
<p>If you create a separate webform every year to capture feedback from employees add a 
 field named year in doctype and add a filter <b>year = 2023</b></p>
","<p>Mehrere Webformulare können für ein einzelnes Doctyle erstellt werden. Fügen Sie Filter für dieses Webformular hinzu, um den korrekten Datensatz nach dem Einreichen anzuzeigen.</p><p>Zum Beispiel:</p>
<p>Wenn Sie jedes Jahr ein separates Webformular erstellen, um Feedback von Mitarbeitern zu erfassen, fügen Sie ein 
 Feld mit dem Namen Jahr in Doctype hinzu und fügen Sie einen Filter <b>Jahr = 2023</b></p>
",
"<p>Set context before rendering a template. Example:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Project"", frappe.form_dict.name)
</code></pre></div>","<p>Legen Sie den Kontext vor der Darstellung einer Vorlage fest. Beispiel:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Project"", frappe.form_dict.name)
</code></pre></div>",
"<p>To interact with above HTML you will have to use `root_element` as a parent selector.</p><p>For example:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// here root_element is provided by default
let some_class_element = root_element.querySelector('.some-class');
some_class_element.textContent = ""New content"";
</code></pre>","<p>Um mit dem oben genannten HTML zu interagieren, müssen Sie „root_element“ als übergeordneten Selektor verwenden.</p><p>Zum Beispiel:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// hier wird root_element standardmäßig bereitgestellt
let some_class_element = root_element.querySelector('.some-class');
some_class_element.textContent = ""Neuer Inhalt"";
</code></pre>",
"<pre>*  *  *  *  *
┬  ┬  ┬  ┬  ┬
│  │  │  │  │
│  │  │  │  └ day of week (0 - 6) (0 is Sunday)
│  │  │  └───── month (1 - 12)
│  │  └────────── day of month (1 - 31)
│  └─────────────── hour (0 - 23)
└──────────────────── minute (0 - 59)

---

* - Any value
/ - Step values
</pre>
","<pre>* * * *
┬ ┬ ┬ ┬
│ │ │ │
│ │ │ │ └ Wochentag (0 - 6) (0 ist Sonntag)
│ │ │ └───── Monat (1 - 12)
│ │ └────────── Tag des Monats (1 - 31)
│ └─────────────── Stunde (0 - 23)
└──────────────────── Minute (0 - 59)

---

* - beliebiger Wert
/ - Schrittwert
</pre>
",
"<pre><code>doc.grand_total &gt; 0</code></pre>

<p>Conditions should be written in simple Python. Please use properties available in the form only.</p>
<p>Allowed functions:
</p><ul>
<li>frappe.db.get_value</li>
<li>frappe.db.get_list</li>
<li>frappe.session</li>
<li>frappe.utils.now_datetime</li>
<li>frappe.utils.get_datetime</li>
<li>frappe.utils.add_to_date</li>
<li>frappe.utils.now</li>
</ul>
<p>Example: </p><pre><code>doc.creation &gt; frappe.utils.add_to_date(frappe.utils.now_datetime(), days=-5, as_string=True, as_datetime=True) </code></pre><p></p>","<pre><code>doc.grand_total &gt; 0</code></pre>

<p>Bedingungen sollten in einfachem Python geschrieben werden. Bitte verwenden Sie nur die im Formular verfügbaren Eigenschaften.</p>
<p>Erlaubte Funktionen:
</p><ul>
<li>frappe.db.get_value</li>
<li>frappe.db.get_list</li>
<li>frappe.session</li>
<li>frappe.utils.now_datetime</li>
<li>frappe.utils.get_datetime</li>
<li>frappe.utils.add_to_date</li>
<li>frappe.utils.now</li>
</ul>
<p>Beispiel: </p><pre><code>doc.creation &gt; frappe.utils.add_to_date(frappe.utils.now_datetime(), days=-5, as_string=True, as_datetime=True) </code></pre><p></p>",
A list of resources which the Client App will have access to after the user allows it.<br> e.g. project,"Eine Liste von Ressourcen, auf die die Client App zugreifen kann, nachdem der Benutzer sie zugelassen hat.<br> z.B. Projekt",
A symbol for this currency. For e.g. $,"Ein Symbol für diese Währung, z. B. €",
A0,A0,
A1,A1,
A2,A2,
A3,A3,
A4,A4,
A5,A5,
A6,A6,
A7,A7,
A8,A8,
A9,A9,
ALL,ALLE,
API,API,
API Access,API-Zugriff,
API Endpoint,API-Endpunkt,
API Endpoint Args,API-Endpunkt-Argumente,
API Key,API-Schlüssel,
API Key and Secret to interact with the relay server. These will be auto-generated when the first push notification is sent from any of the apps installed on this site.,"API-Schlüssel und Geheimnis für die Interaktion mit dem Relay-Server. Diese werden automatisch generiert, wenn die erste Push-Benachrichtigung von einer der auf dieser Website installierten Apps gesendet wird.",
API Key cannot be regenerated,API-Schlüssel kann nicht neu generiert werden,
API Logging,API-Protokollierung,
API Method,API-Methode,
API Request Log,API-Anfrage-Protokoll,
API Secret,API-Geheimnis,
ASC,Aufsteigend,
About,Über,
About Us Settings,"Einstellungen zu ""Über uns""",
About Us Team Member,Informationen über die Teammitglieder,
Access Control,Zugriffskontrolle,
Access Log,Zugriffsprotokoll,
Access Token,Zugriffstoken,
Access Token URL,Zugriffstoken-URL,
Account,Konto,
Account Deletion Settings,Einstellungen für die Kontolöschung,
Accounts Manager,Kontenmanager,
Accounts User,Rechnungswesen Benutzer,
Action,Aktion,
Action / Route,Aktion / Route,
Action Label,Aktionsbezeichnung,
Action Timeout (Seconds),Aktionszeitüberschreitung (Sekunden),
Action Type,Aktionstyp,
Actions,Aktionen,
Activate,Aktivieren,
Active,Aktiv,
Active Directory,Active Directory,
Active Domains,Aktive Domains,
Active Sessions,Aktive Sitzungen,
Activity Log,Aktivitätsprotokoll,
Add Background Image,Hintergrundbild hinzufügen,
Add Border at Bottom,Rand unten hinzufügen,
Add Border at Top,Rand oben hinzufügen,
Add Container,Container hinzufügen,
Add Custom Tags,Benutzerdefinierte Schlagworte hinzufügen,
Add Gray Background,Grauen Hintergrund hinzufügen,
Add Query Parameters,Abfrageparameter hinzufügen,
Add Signature,Signatur hinzufügen,
Add Space at Bottom,Freiraum darunter hinzufügen,
Add Space at Top,Freiraum darüber hinzufügen,
Add Total Row,Summenzeile hinzufügen,
Add Translate Data,Übersetzungsdaten hinzufügen,
Add Unsubscribe Link,Abmelde-Link hinzufügen,
Add Video Conferencing,Videokonferenz hinzufügen,
Added,Hinzugefügt,
"Added HTML in the &lt;head&gt; section of the web page, primarily used for website verification and SEO","Hinzufügen von HTML im Bereich &lt;head&gt; der Webseite, hauptsächlich zur Überprüfung der Website und für SEO",
Additional Permissions,Zusätzliche Berechtigungen,
Address,Adresse,
Address And Contacts,Adressen und Kontakte,
Address Line 1,Adresse Zeile 1,
Address Line 2,Adresse Zeile 2,
Address Template,Adressvorlage,
Address Title,Adressen-Bezeichnung,
Address Type,Adresstyp,
Address and other legal information you may want to put in the footer.,"Adresse und andere rechtliche Informationen, die Sie in der Fußzeile angeben möchten.",
Addresses And Contacts,Adressen und Kontakte,
Adds a custom client script to a DocType,Fügt ein benutzerdefiniertes Client-Skript zu einem DocType hinzu,
Adds a custom field to a DocType,Fügt einem DocType ein benutzerdefiniertes Feld hinzu,
Administrator,Administrator,
Advanced,Fortgeschritten,
Advanced Control,Erweiterte Kontrolle,
Advanced Settings,Erweiterte Einstellungen,
After Cancel,Nach Stornieren,
After Delete,Nach Löschen,
After Discard,Nach Verwerfen,
After Insert,Nach Einfügen,
After Rename,Nach Umbenennen,
After Save,Nach Speichern,
After Save (Submitted Document),Nach Speichern (gebuchtes Dokument),
After Submission,Nach der Einreichung,
After Submit,Nach Buchen,
Aggregate Function Based On,Aggregatfunktion basierend auf,
Alert,Hinweis,
Align,Ausrichten,
Align Labels to the Right,Beschriftungen rechtsbündig ausrichten,
Align Right,Rechtsbündig ausrichten,
All,Alle,
All Day,Ganzer Tag,
"All possible Workflow States and roles of the workflow. Docstatus Options: 0 is ""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""","Alle möglichen Workflow-Zustände und Rollen des Workflows. Status-Optionen: 0 ist „gespeichert“, 1 ist „gebucht“ und 2 ist „storniert“",
Allocated To,Zugewiesen zu,
Allow,Zulassen,
Allow Auto Repeat,Automatische Wiederholung zulassen,
Allow Bulk Edit,Stapelbearbeitung zulassen,
Allow Bulk Editing,Stapelberarbeitung zulassen,
Allow Consecutive Login Attempts ,Aufeinanderfolgende Anmeldeversuche zulassen ,
Allow Guest,Ist öffentlich,
Allow Guest to View,Ansicht für Gäste zulassen,
Allow Guest to comment,Gäste dürfen kommentieren,
Allow Guests to Upload Files,Gäste dürfen Dateien hochladen,
Allow Import (via Data Import Tool),Import erlauben (mit Datenimport-Werkzeug),
Allow Login After Fail,Login nach Fehler zulassen,
Allow Login using Mobile Number,Login mit Mobilnummer zulassen,
Allow Login using User Name,Login mit Benutzernamen zulassen,
Allow Modules,Module zulassen,
Allow Older Web View Links (Insecure),Ältere Links zur Webansicht erlauben (unsicher),
Allow Print for Cancelled,Drucken von stornierten Dokumenten zulassen,
Allow Print for Draft,Drucken von Entwürfen erlauben,
Allow Read On All Link Options,Lesen aller Verknüpfungsoptionen zulassen,
Allow Rename,Umbenennen zulassen,
Allow Roles,Rollen erlauben,
Allow Self Approval,Selbstgenehmigung zulassen,
Allow Sending Usage Data for Improving Applications,Senden von Nutzungsdaten zur Verbesserung von Anwendungen zulassen,
Allow approval for creator of the document,Genehmigung für den Ersteller des Dokuments zulassen,
Allow comments,Kommentare zulassen,
Allow delete,Löschen erlauben,
Allow document creation via Email,Dokumenterstellung per E-Mail zulassen,
Allow editing after submit,Bearbeitung nach dem Buchen zulassen,
"Allow editing even if the doctype has a workflow set up.

Does nothing if a workflow isn't set up.","Bearbeitung zulassen, auch wenn für den Doctype ein Workflow eingerichtet ist.

Macht nichts, wenn kein Arbeitsablauf eingerichtet ist.",
Allow events in timeline,Ereignisse in der Zeitleiste zulassen,
Allow in Quick Entry,In Schnelleingabe zulassen,
Allow incomplete forms,Unvollständige Formulare zulassen,
Allow multiple responses,Mehrere Antworten zulassen,
Allow on Submit,Änderungen nach dem Buchen zulassen,
Allow only one session per user,Nur eine Sitzung pro Benutzer zulassen,
Allow page break inside tables,Seitenumbruch innerhalb von Tabellen erlauben,
Allow print,Drucken zulassen,
Allow saving if mandatory fields are not filled,Speichern trotz leerer Pflichtfelder zulassen,
Allow user to login only after this hour (0-24),"Benutzer erlauben, sich erst nach dieser Stunde anzumelden (0-24)",
Allow user to login only before this hour (0-24),Benutzer darf sich nur vor dieser Stunde anmelden (0-24),
"Allow users to log in without a password, using a login link sent to their email","Benutzern erlauben, sich ohne Passwort anzumelden, indem ein Login-Link an ihre E-Mail gesendet wird",
Allowed,Erlaubt,
Allowed File Extensions,Erlaubte Dateiendungen,
Allowed In Mentions,In Erwähnungen erlaubt,
Allowed Modules,Erlaubte Module,
Allowed Roles,Erlaubte Rollen,
Allowed embedding domains,Erlaubte Einbettungsdomänen,
Alternative Email ID,Alternative E-Mail-ID,
Always BCC Address,Ständige BCC-Adresse,
"Always add ""Draft"" Heading for printing draft documents",Beim Drucken von Entwürfen immer die Überschrift „Entwurf“ hinzufügen,
Always use this email address as sender address,Diese E-Mail-Adresse immer als Absenderadresse verwenden,
Always use this name as sender name,Diesen Namen immer als Absender verwenden,
Amend,Berichtigen,
Amend Counter,Berichtigungszähler,
Amended Document Naming Settings,Einstellungen für berichtigte Benennung von Dokumenten,
Amended Documents,Berichtigte Dokumente,
Amended From,Abgeändert von,
Amendment Naming Override,Überschreibung der Berichtigungsbenennung,
An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org],Eine Icon-Datei mit der Erweiterung .ico. Sollte 16 x 16 px groß sein. Erzeugt mit einem Favicon-Generator. [favicon-generator.org],
Analytics,Analyse,
Announcement Widget,Ankündigungs-Widget,
Announcements,Ankündigungen,
Annual,Jährlich,
Anonymization Matrix,Anonymisierungsmatrix,
Anonymous responses,Anonyme Antworten,
