"<h4>Default Template</h4>
<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>","<h4>Standard Šablon</h4>
<p>Koristi <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> i sva polja adrese (uključujući prilagođena polja ako postoje) bit će dostupna</p >
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN: {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Telefon: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Faks: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}E-pošta: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>",
"<h4>Email Reply Example</h4>

<pre>Order Overdue

Transaction {{ name }} has exceeded Due Date. Please take necessary action.

Details

- Customer: {{ customer }}
- Amount: {{ grand_total }}
</pre>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your email template are the fields in the document from which you are sending the email. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>
","<h4>Primjer Odgovora e-poštom</h4>

<pre>Narudžba Kasni

Transakcija {{ name }} je premašila datum isporuke. Poduzmi potrebne radnje.

Pojedinosti

- Klijent: {{ customer }}
- Iznos: {{ grand_total }}
</pre>

<h4>Kako dobiti nazive polja</h4>

<p>Imena polja koja možete koristiti u svom šablonu e-pošte su polja u dokumentu iz kojeg šaljete e-poštu. Možete saznati polja bilo kojeg dokumenta preko Postavljanje &gt; Prilagodi prikaz forme i odaberi vrstu dokumenta (npr. Prodajna Faktura)</p>

<h4>Izrada Šablona</h4>

<p>Šabloni su sastavljeni pomoću Jinja Templating Language. Da biste saznali više o Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">pročitaj ovu dokumentaciju.</a></p>
",
"<h5 class=""text-muted uppercase"">Or</h5>","<h5 class=""text-muted uppercase"">Ili</h5>",
"<h5>Message Example</h5>

<pre>&lt;h3&gt;Order Overdue&lt;/h3&gt;

&lt;p&gt;Transaction {{ doc.name }} has exceeded Due Date. Please take necessary action.&lt;/p&gt;

&lt;!-- show last comment --&gt;
{% if comments %}
Last comment: {{ comments[-1].comment }} by {{ comments[-1].by }}
{% endif %}

&lt;h4&gt;Details&lt;/h4&gt;

&lt;ul&gt;
&lt;li&gt;Customer: {{ doc.customer }}
&lt;li&gt;Amount: {{ doc.grand_total }}
&lt;/ul&gt;
</pre>","<h5>Primjer Poruke</h5>

<pre>&lt;h3&gt;Narudžba Kasni&lt;/h3&gt;

&lt;p&gt;Transakcija {{ doc.name }} je premašila rok. Poduzmi potrebne radnje.&lt;/p&gt;

&lt;!-- prikaži zadnji komentar --&gt;
{% if comments %}
Zadnji komentar: {{ comments[-1].comment }} od {{ comments[-1].by }}
{% endif %}

&lt;h4&gt;Detalji&lt;/h4&gt;

&lt;ul&gt;
&lt;li&gt;Klijent: {{ doc.customer }}
&lt;li&gt;Iznos: {{ doc.grand_total }}
&lt;/ul&gt;
</pre>",
"<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>","<p><strong>Primjeri Stanja:</strong></p>
<pre>doc.status==""Otvoreno""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>",
"<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>
","<p><strong>Primjeri Stanja:</strong></p>
<pre>doc.status==""Otvoreno""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>
",
"<p>Multiple webforms can be created for a single doctype. Add filters specific to this webform to display correct record after submission.</p><p>For Example:</p>
<p>If you create a separate webform every year to capture feedback from employees add a 
 field named year in doctype and add a filter <b>year = 2023</b></p>
","<p>Za jedan tip dokumenta može se izraditi više web formi. Dodaj filtre specifične za ovu web formu za prikaz ispravnog zapisa nakon podnošenja.</p><p>Na Primjer:</p>
<p>Ako svake godine pravite zasebnu web formu za prikupljanje povratnih informacija od personala, dodaj
 polje pod nazivom godina u doctype i dodaj filter <b>godina = 2023</b></p>
",
"<p>Set context before rendering a template. Example:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Project"", frappe.form_dict.name)
</code></pre></div>","<p>Postavi kontekst prije izrade šablona. Primjer:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Projekt"", frappe.form_dict.name)
</code></pre></div>",
"<p>To interact with above HTML you will have to use `root_element` as a parent selector.</p><p>For example:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// here root_element is provided by default
let some_class_element = root_element.querySelector('.some-class');
some_class_element.textContent = ""New content"";
</code></pre>","<p>Za interakciju s gornjim HTML-om morat ćete koristiti `root_element` kao nadređeni birač.</p><p>Na primjer:</p><pre class=""p-3 bg-gray-100 border-radius rounded-sm mb-0"" style=""width: fit-content;""><code>// ovdje je root_element naveden prema standard postavkama
let some_class_element = root_element.querySelector('.some-class');
some_class_element.textContent = ""Novi sadržaj"";
</code></pre>",
"<pre>*  *  *  *  *
┬  ┬  ┬  ┬  ┬
│  │  │  │  │
│  │  │  │  └ day of week (0 - 6) (0 is Sunday)
│  │  │  └───── month (1 - 12)
│  │  └────────── day of month (1 - 31)
│  └─────────────── hour (0 - 23)
└──────────────────── minute (0 - 59)

---

* - Any value
/ - Step values
</pre>
","<pre>* * * * *
┬ ┬ ┬ ┬ ┬
│ │ │ │ │
│ │ │ │ └ dan u sedmici (0 - 6) (0 je Nedjelja)
│ │ │ └───── mjesec (1 - 12)
│ │ └─────────── dan u mjesecu (1 - 31)
│ └──────────────── sat (0 - 23)
└───────────────────── minuta (0 - 59)

---

* - Bilo koja vrijednost
/ - Vrijednosti koraka
</pre>
",
"<pre><code>doc.grand_total &gt; 0</code></pre>

<p>Conditions should be written in simple Python. Please use properties available in the form only.</p>
<p>Allowed functions:
</p><ul>
<li>frappe.db.get_value</li>
<li>frappe.db.get_list</li>
<li>frappe.session</li>
<li>frappe.utils.now_datetime</li>
<li>frappe.utils.get_datetime</li>
<li>frappe.utils.add_to_date</li>
<li>frappe.utils.now</li>
</ul>
<p>Example: </p><pre><code>doc.creation &gt; frappe.utils.add_to_date(frappe.utils.now_datetime(), days=-5, as_string=True, as_datetime=True) </code></pre><p></p>","<pre><code>doc.grand_total &gt; 0</code></pre>

<p>Uslovi bi trebali biti napisani u jednostavnom Pythonu. Koristite samo svojstva dostupna u formi.</p>
<p>Dopuštene funkcije:
</p><ul>
<li>frappe.db.get_value</li>
<li>frappe.db.get_list</li>
<li>frappe.session</li>
<li>frappe.utils.now_datetime</li>
<li>frappe.utils.get_datetime</li>
<li>frappe.utils.add_to_date</li>
<li>frappe.utils.now</li>
</ul>
<p>Primjer: </p><pre><code>doc.creation &gt; frappe.utils.add_to_date(frappe.utils.now_datetime(), days=-5, as_string=True, as_datetime=True) </code></pre><p></p>",
"A Frappe Framework instance can function as an OAuth Client, Resource, or Authorization server. This DocType contains settings related to all three.","Instanca Sistema može funkcionirati kao OAuth klijent, resurs ili server za autorizaciju. Ovaj DocType sadrži postavke vezane za sva tri.",
A list of resources which the Client App will have access to after the user allows it.<br> e.g. project,Lista resursa kojima će klijentska aplikacija imati pristup nakon što korisnik to dozvoli.<br> npr. projekt,
A symbol for this currency. For e.g. $,Simbol za ovu valutu. Za npr. $,
"A version identifier string for the client software.
<br>
The value of the should change on any update of the client software with the same Software ID.","Niz identifikatora verzije za klijentski softver.
<br>
Vrijednost treba promijeniti pri svakom ažuriranju klijentskog softvera s istim ID softvera.",
A0,A0,
A1,A1,
A2,A2,
A3,A3,
A4,A4,
A5,A5,
A6,A6,
A7,A7,
A8,A8,
A9,A9,
ALL,SVE,
API,API,
API Access,API Pristup,
API Endpoint,API krajnja tačka,
API Endpoint Args,API Argumenti Krajnje Tačke,
API Key,API ključ,
API Key and Secret to interact with the relay server. These will be auto-generated when the first push notification is sent from any of the apps installed on this site.,API Ključ i tajna za interakciju s relejnim serverom. Oni će se automatski generirati kada se prva gurana obavijest pošalje iz bilo koje aplikacije instalirane na ovoj stranici.,
API Key cannot be regenerated,API Ključ se ne može regenerirati,
API Logging,API Zapisivanje,
API Method,API Metoda,
API Request Log,Zapisnik API Zahtjeva,
API Secret,API Tajna,
ASC,UZL,
About,O,
About Us Settings,O nama Postavke,
About Us Team Member,Član Tima O Nama,
Access Control,Kontrola Pristupa,
Access Log,Zapisnik Pristupa,
Access Token,Pristupni Token,
Access Token URL,URL Pristupnog Tokena,
Account,Račun,
Account Deletion Settings,Postavke Brisanja Računa,
Accounts Manager,Upravitelj Knjigovodstva,
Accounts User,Korisnik Računa,
Action,Radnja,
Action / Route,Radnja / Ruta,
Action Label,Oznaka Radnje,
Action Timeout (Seconds),Istek Radnje (Sekunde),
Action Type,Tip Radnje,
Actions,Akcije,
Activate,Aktiviraj,
Active,Aktivan,
Active Directory,Active Directory,
Active Domains,Aktivne Domene,
Active Sessions,Aktivne Sesije,
Activity Log,Zapisnik Aktivnosti,
Add Background Image,Dodaj Pozadinsku Sliku,
Add Border at Bottom,Dodaj Ivicu na Dnu,
Add Border at Top,Dodaj Ivicu na Vrh,
Add Container,Dodaj Kontejner,
Add Custom Tags,Dodaj Prilagođene Oznake,
Add Gray Background,Dodaj Sivu Pozadinu,
Add Query Parameters,Dodaj Parametre Upita,
Add Signature,Dodaj Potpis,
Add Space at Bottom,Dodaj Razmak na Dnu,
Add Space at Top,Dodajte Razmak na Vrh,
Add Total Row,Dodaj Ukupan Broj Redova,
Add Translate Data,Dodaj Prevedene Podatke,
Add Unsubscribe Link,Dodaj Vezu Otkazivanja Pretplate,
Add Video Conferencing,Dodaj Video Konferenciju,
Added,Dodato,
"Added HTML in the &lt;head&gt; section of the web page, primarily used for website verification and SEO","Dodan HTML u &lt;head&gt; dio web stranice, koji se prvenstveno koristi za verifikaciju web stranice i SEO",
Additional Permissions,Dodatne Dozvole,
Address,Adresa,
Address And Contacts,Adrese i Kontakti,
Address Line 1,Adresna linija 1,
Address Line 2,Adresna linija 2,
Address Template,Šablon Adrese,
Address Title,Naziv Adrese,
Address Type,Tip Adrese,
Address and other legal information you may want to put in the footer.,Adresa i druge pravne informacije koje biste možda željeli staviti u podnožje.,
Addresses And Contacts,Adrese i Kontakti,
Adds a custom client script to a DocType,Dodaje prilagođenu klijentsku skriptu u DocType,
Adds a custom field to a DocType,Dodaje prilagođeno polje u DocType,
Administrator,Administrator,
Advanced,Napredno,
Advanced Control,Napredna Kontrola,
Advanced Settings,Napredne Postavke,
After Cancel,Nakon Otkazivanja,
After Delete,Nakon Brisanja,
After Discard,Nakon Odbacivanja,
After Insert,Nakon Umetanja,
After Rename,Nakon Preimenovanja,
After Save,Nakon Spremanja,
After Save (Submitted Document),Nakon Spremanja (Podnesen Dokument),
After Submission,Nakon Podnošenja,
After Submit,Nakon Podnošenja,
Aggregate Function Based On,Agregatna Funkcija na osnovu,
Alert,Upozorenje,
Align,Poravnaj,
Align Labels to the Right,Poravnaj Oznake Udesno,
Align Right,Poravnaj Desno,
All,Sve,
All Day,Cijeli dan,
"All possible Workflow States and roles of the workflow. Docstatus Options: 0 is ""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""","Sva moguća stanja Radnog Toka i uloge radnog toka. Opcije statusa dokumenta: 0 je ""Spremljeno"", 1 je ""Podneseno"" i 2 je ""Otkazano""",
Allocated To,Dodjeljeno,
Allow,Dozvoli,
Allow Auto Repeat,Dozvoli Automatsko Ponavljanje,
Allow Bulk Edit,Dozvoli Grupno Uređivanje,
Allow Bulk Editing,Dozvoli Grupno Uređivanje,
Allow Consecutive Login Attempts ,Broj Dozvoljnih Uzastopnih Pokušaje Prijave ,
Allow Guest,Dozvoli Gostu,
Allow Guest to View,Dozvoli Gostu da Gleda,
Allow Guest to comment,Dozvoli Gostu da Komentariše,
Allow Guests to Upload Files,Dozvoli Gostima da Učitavaju Datoteke,
Allow Import (via Data Import Tool),Dozvoli Uvoz (putem Alata za Uvoz Podataka),
Allow Login After Fail,Dozvoli Prijavu Nakon Neuspjeha,
Allow Login using Mobile Number,Dozvoli Prijavu Koristeći Broj Mobilnog Telefona,
Allow Login using User Name,Dozvoli Prijavu koristeći Korisničko Ime,
Allow Modules,Dozvoli Module,
Allow Older Web View Links (Insecure),Dozvoli Starije Veze za Web Pregled (Nesigurno),
Allow Print for Cancelled,Dozvoli Ispis za Otkazano,
Allow Print for Draft,Dozvoli Ispis za Nacrt,
Allow Read On All Link Options,Dozvoli Čitanje na Svim Opcijama Veze,
Allow Rename,Dozvoli Preimenovanje,
Allow Roles,Dozvoli Uloge,
Allow Self Approval,Dozvoli Samoodobrenje,
Allow Sending Usage Data for Improving Applications,Dozvoli Slanje Podataka o Upotrebi za Poboljšanje Aplikacija,
Allow approval for creator of the document,Dozvoli odobrenje za kreatora dokumenta,
Allow comments,Dozvoli komentare,
Allow delete,Dozvoli brisanje,
Allow document creation via Email,Dozvoli kreiranje dokumenta putem e-pošte,
Allow editing after submit,Dozvoli uređivanje nakon podnošenja,
"Allow editing even if the doctype has a workflow set up.

Does nothing if a workflow isn't set up.","Dozvolite uređivanje čak i ako tip dokumenta ima postavljen tok posla.

Ne radi ništa ako tok posla nije postavljen.",
Allow events in timeline,Dozvoli događaje na vremenskoj liniji,
Allow in Quick Entry,Dozvoli u Brzom Unosu,
Allow incomplete forms,Dozvoli nepotpune forme,
Allow multiple responses,Dozvoli višestruke odgovore,
Allow on Submit,Dozvoli pri Podnošenju,
Allow only one session per user,Dozvoli samo jednu sesiju po korisniku,
Allow page break inside tables,Dozvoli prijelom stranice unutar tabela,
Allow print,Dozvoli Ispis,
Allow saving if mandatory fields are not filled,Dozvoli spremanje ako nisu popunjena obavezna polja,
Allow user to login only after this hour (0-24),Dozvoli korisniku da se prijavi tek nakon ovog sata (0-24),
Allow user to login only before this hour (0-24),Dozvoli korisniku da se prijavi samo prije ovog sata (0-24),
"Allow users to log in without a password, using a login link sent to their email","Dozvolite korisnicima da se prijave bez lozinke, koristeći link za prijavu poslat na njihovu e-poštu",
Allowed,Dozvoljeno,
Allowed File Extensions,Dozvoljene Ekstenzije Datoteka,
Allowed In Mentions,Dozvoljeno u Spominjanju,
Allowed Modules,Dozvoljeni Moduli,
Allowed Public Client Origins,Dozvoljeni Javni Izvori Klijenta,
Allowed Roles,Dozvoljene Uloge,
Allowed embedding domains,Dozvoljeno ugrađivanje domena,
"Allows clients to fetch metadata from the <code>/.well-known/oauth-authorization-server</code> endpoint. Reference: <a href=""https://datatracker.ietf.org/doc/html/rfc8414"">RFC8414</a>","Omogućava klijentima da preuzmu metapodatke sa krajnje tačke <code>/.well-known/oauth-authorization-server</code>. Referenca: <a href=""https://datatracker.ietf.org/doc/html/rfc8414"">RFC8414</a>",
"Allows clients to fetch metadata from the <code>/.well-known/oauth-protected-resource</code> endpoint. Reference: <a href=""https://datatracker.ietf.org/doc/html/rfc9728#name-protected-resource-metadata"">RFC9728</a>","Omogućava klijentima da preuzmu metapodatke sa krajnje tačke <code>/.well-known/oauth-protected-resource</code>. Referenca: <a href=""https://datatracker.ietf.org/doc/html/rfc9728#name-protected-resource-metadata"">RFC9728</a>",
"Allows clients to register themselves without manual intervention. Registration creates a <b>OAuth Client</b> entry. Reference: <a href=""https://datatracker.ietf.org/doc/html/rfc7591"">RFC7591</a>","Omogućava klijentima da se registruju bez ručne intervencije. Registracija kreira <b>OAuth Client</b> unos. Referenca: <a href=""https://datatracker.ietf.org/doc/html/rfc7591"">RFC7591</a>",
Allows clients to view this as an Authorization Server when querying the <code>/.well-known/oauth-protected-resource</code> end point.,Omogućava klijentima da ovo vide kao autorizacijski server prilikom upita krajnjoj tački <code>/.well-known/oauth-protected-resource</code>.,
Allows enabled Social Login Key Base URL to be shown as authorization server.,Omogućava prikazivanje omogućenog osnovnog URL-a ključa za prijavu na društvene mreže kao servera za autorizaciju.,
Allows skipping authorization if a user has active tokens.,Omogućava preskakanje autorizacije ako korisnik ima aktivne tokene.,
Alternative Email ID,Alternativni ID e-pošte,
Always BCC Address,Uvijek Tajna Kopija Adresa,
